EmpID,Age,GenderCode,AgeRange,CountryID,NoEmployees,NoEmployeesRange,SelfEmployed,FamilyHistory,Treatment,WorkInterfere,RemoteWork,TechCompany,Benefits,CareOptions,WellnessProgram,SeekHelp,Anonymous,Leave,MentalHealthConsequences,PhysicalHealthConsequences,Coworkers,Supervisor,MentalHealthInterview,PhysicalHealthInterview,MentalVsPhysical,ObsConsequences
1127,20,1,0,46,26-100,2,No,No,Yes,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
1128,31,2,2,46,1-5,0,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1129,37,0,2,29,6-25,1,No,Yes,No,Sometimes,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
1130,28,0,1,46,More than 1000,5,No,No,No,,No,No,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No
1131,42,1,2,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,Yes,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,No
1132,32,0,2,45,26-100,2,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,Yes
1133,36,1,2,46,More than 1000,5,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,No,No,No,Don't know,No
1134,27,0,1,30,26-100,2,No,No,No,Rarely,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes
1135,27,0,1,30,26-100,2,No,No,No,Rarely,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes
1136,27,0,1,45,More than 1000,5,No,No,Yes,Sometimes,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No
1137,25,0,1,45,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
1138,41,0,2,45,6-25,1,No,Yes,No,,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
1139,23,0,1,18,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No
1140,21,0,1,45,More than 1000,5,No,No,Yes,Sometimes,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
1141,26,0,1,28,26-100,2,No,No,Yes,Often,No,Yes,No,Yes,No,No,Yes,Very difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No
1142,29,0,1,42,More than 1000,5,No,No,No,Rarely,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,Yes,Don't know,Yes
1143,28,0,1,4,More than 1000,5,No,No,No,Sometimes,No,No,No,No,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,Yes
1144,27,1,1,45,More than 1000,5,No,Yes,No,,No,No,No,Yes,No,No,Yes,Don't know,Maybe,No,No,No,No,Yes,Yes,No
1145,23,0,1,23,More than 1000,5,No,No,No,Never,No,No,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Yes,Yes,No
1146,26,1,1,46,26-100,2,No,Yes,No,Sometimes,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
1147,38,0,2,45,1-5,0,No,Yes,Yes,Sometimes,No,Yes,No,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
1148,39,0,2,45,More than 1000,5,No,Yes,Yes,Sometimes,No,No,No,No,No,No,Yes,Very easy,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Yes,No
1149,35,0,2,46,More than 1000,5,No,Yes,Yes,Often,No,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,No,Some of them,No,Yes,Don't know,No
1150,32,0,2,46,6-25,1,No,No,No,Rarely,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
1151,32,0,2,46,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes
1152,26,0,1,45,6-25,1,No,No,No,Never,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No
1153,38,0,2,8,100-500,3,No,Yes,Yes,Rarely,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,No,No
1154,34,1,2,45,26-100,2,No,Yes,No,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
1155,39,0,2,46,26-100,2,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
1156,32,0,2,8,6-25,1,Yes,No,No,Never,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1157,37,0,2,29,1-5,0,Yes,No,No,Never,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,Yes,Some of them,Some of them,No,No,Don't know,No
1158,31,0,2,45,6-25,1,No,Yes,Yes,Never,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No
1159,30,0,1,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
1160,51,0,2,38,More than 1000,5,No,No,No,Never,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,No,No,No
1161,29,0,1,46,26-100,2,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
1162,31,0,2,45,100-500,3,No,No,No,Never,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No,No,No,Yes,No
1163,31,0,2,21,26-100,2,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
1164,26,0,1,46,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
1165,46,1,2,46,100-500,3,No,No,Yes,Often,Yes,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No
1166,32,0,2,46,More than 1000,5,No,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No
1167,29,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1168,34,0,2,34,More than 1000,5,No,No,No,Never,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
1169,26,0,1,10,6-25,1,No,No,No,Often,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,Yes,No
1170,32,1,2,46,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
1171,29,0,1,46,More than 1000,5,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,No
1172,30,0,1,46,More than 1000,5,No,No,No,,No,No,Yes,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
1173,40,1,2,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,Yes
1174,23,0,1,45,1-5,0,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes
1175,20,0,0,17,26-100,2,No,No,No,Rarely,No,No,No,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,No
1176,38,0,2,46,6-25,1,No,Yes,No,,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,Yes
1177,26,1,1,46,100-500,3,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No
1178,29,0,1,46,26-100,2,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,No,Yes
1179,40,0,2,9,1-5,0,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
1180,25,1,1,7,26-100,2,No,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,Maybe,No,No,No
1181,32,1,2,46,26-100,2,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,Some of them,No,No,No,No,No
1182,38,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,No,Yes
1183,72,1,3,46,500-1000,4,No,Yes,Yes,Never,Yes,No,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Don't know,Yes
1184,35,1,2,46,1-5,0,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
1185,28,1,1,46,6-25,1,No,No,Yes,Often,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No
1186,27,1,1,46,100-500,3,No,No,No,Never,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No
1187,56,1,2,46,1-5,0,Yes,No,No,Rarely,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
1188,38,0,2,46,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
1189,31,1,2,4,26-100,2,No,No,No,,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
1190,40,0,2,46,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,No,Yes,No
1191,44,0,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
1192,34,0,2,8,More than 1000,5,No,Yes,No,Sometimes,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
1193,37,0,2,45,26-100,2,No,No,No,Never,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No
1194,38,0,2,24,26-100,2,No,No,No,Never,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Yes,Maybe,No,No
1195,27,0,1,18,26-100,2,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No
1196,34,1,2,22,500-1000,4,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,No,Yes,Don't know,Yes,Yes,Some of them,Some of them,No,No,Yes,No
1197,35,1,2,22,1-5,0,No,No,No,Rarely,No,Yes,Don't know,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No
1198,34,0,2,22,6-25,1,No,No,Yes,Often,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,No
1199,32,0,2,46,26-100,2,No,No,Yes,Often,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,Don't know,No
1200,25,0,1,22,100-500,3,No,No,No,,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
1201,28,0,1,1,100-500,3,No,No,Yes,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No
1202,28,1,1,46,6-25,1,No,No,Yes,Rarely,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No,No,No,Yes
1203,31,0,2,6,1-5,0,Yes,No,Yes,,No,Yes,No,Yes,No,No,No,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
1204,24,0,1,45,100-500,3,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
1205,34,0,2,22,1-5,0,No,Yes,Yes,Never,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
1206,32,0,2,22,6-25,1,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
1207,34,0,2,45,26-100,2,No,Yes,No,Often,Yes,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,No
1208,23,0,1,46,1-5,0,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Very easy,Maybe,Maybe,Some of them,Yes,No,No,No,No
1209,33,0,2,13,100-500,3,No,Yes,No,Often,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes
1210,29,0,1,38,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No
1211,24,0,1,22,1-5,0,No,Yes,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
1212,45,0,2,22,More than 1000,5,No,No,No,Never,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,Yes,Some of them,No,No,No,Yes
1213,34,1,2,45,More than 1000,5,No,No,Yes,Sometimes,No,No,No,Yes,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes
1214,31,0,2,33,More than 1000,5,No,No,No,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,Yes
1215,33,0,2,46,26-100,2,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1216,28,0,1,29,6-25,1,No,No,No,,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
1217,27,0,1,45,More than 1000,5,No,No,No,Rarely,Yes,No,Don't know,Not sure,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
1218,42,0,2,22,26-100,2,No,No,No,Never,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,No,No,No,No
1219,28,0,1,29,6-25,1,No,No,No,,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
1220,38,0,2,46,More than 1000,5,No,No,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Don't know,No
1221,46,0,2,46,26-100,2,No,Yes,Yes,Often,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
1222,46,0,2,46,100-500,3,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No
1223,41,1,2,29,1-5,0,Yes,No,Yes,Rarely,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
1224,23,0,1,45,26-100,2,No,No,No,Never,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes
1225,24,0,1,22,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Yes,Yes
1226,23,1,1,22,26-100,2,No,No,Yes,Rarely,No,Yes,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Some of them,No,Maybe,Don't know,No
1227,39,0,2,29,More than 1000,5,No,No,No,,No,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Yes,No
1228,32,1,2,22,More than 1000,5,No,Yes,No,Never,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
1229,25,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Don't know,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
1230,39,0,2,19,6-25,1,No,No,No,,Yes,Yes,No,No,No,No,Yes,Don't know,Yes,No,No,No,No,No,Don't know,No
1231,23,1,1,45,6-25,1,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1232,24,0,1,45,6-25,1,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes
1233,25,0,1,45,More than 1000,5,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
1234,23,0,1,45,6-25,1,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
1235,24,2,1,45,6-25,1,No,No,Yes,Sometimes,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
1236,23,0,1,8,26-100,2,No,No,Yes,Often,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No
1237,60,0,2,46,More than 1000,5,No,No,Yes,Often,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
1238,28,0,1,22,26-100,2,No,No,No,Sometimes,No,Yes,No,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,Yes
1239,28,0,1,46,More than 1000,5,No,Yes,Yes,Often,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Yes,No,No,No,Yes
1240,30,0,1,29,500-1000,4,No,No,No,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,Don't know,No
1241,31,0,2,18,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Some of them,No,No,No,Don't know,No
1242,31,0,2,34,6-25,1,Yes,No,Yes,Often,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,No
1243,28,0,1,22,26-100,2,No,No,Yes,Rarely,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
1244,43,1,2,46,More than 1000,5,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
1245,32,1,2,45,More than 1000,5,No,No,No,,No,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No
1246,22,0,1,1,100-500,3,No,Yes,Yes,Often,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Maybe,Don't know,Yes
1247,32,0,2,46,100-500,3,No,No,No,Never,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,Yes,Don't know,No
1248,36,0,2,15,6-25,1,No,No,Yes,Often,No,Yes,No,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,Yes
1249,41,1,2,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
1250,30,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1251,30,0,1,46,26-100,2,Yes,Yes,Yes,Often,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
1252,36,0,2,40,100-500,3,No,Yes,Yes,Often,No,No,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Yes,No
1253,29,0,1,46,100-500,3,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,No,No
1254,36,0,2,46,More than 1000,5,No,Yes,No,Rarely,No,No,Don't know,No,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
1255,26,0,1,45,26-100,2,No,No,Yes,,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No
1256,32,0,2,46,26-100,2,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,Yes,No
1257,34,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
1258,46,1,2,46,100-500,3,No,No,No,,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,No,No,No
1259,25,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
